STATION,TIME,X,Y,VALUE
10217,2018070400,146.3873,-38.23929,79.7
10217,2018070323,146.3873,-38.23929,75.6
10011,2018060200,146.5315,-38.19428,70.5
10001,2018050110,145.0306,-37.77841,70.2
10001,2018062800,145.0306,-37.77841,70.2
10239,2018061022,144.97,-37.8074,69.7
10001,2018062723,145.0306,-37.77841,69.2
10239,2018062812,144.97,-37.8074,68.4
10001,2018062721,145.0306,-37.77841,67.3
10011,2018060201,146.5315,-38.19428,67.3
10001,2018050109,145.0306,-37.77841,66.9
10001,2018062722,145.0306,-37.77841,66.5
10001,2018050111,145.0306,-37.77841,66.4
10011,2018092321,146.5315,-38.19428,66.2
10217,2018050118,146.3873,-38.23929,65.8
10239,2018050110,144.97,-37.8074,65.5
10217,2018050119,146.3873,-38.23929,64.8
10017,2018050119,146.4245,-38.22939,64.2
10001,2018062900,145.0306,-37.77841,63.9
10017,2018050118,146.4245,-38.22939,62.8
10218,2018050103,146.2583,-38.18647,62
10011,2018060123,146.5315,-38.19428,61.9
10217,2018070401,146.3873,-38.23929,61.6
10239,2018050111,144.97,-37.8074,61.1
10239,2018042011,144.97,-37.8074,60.8
10001,2018062901,145.0306,-37.77841,60.4
10217,2018070322,146.3873,-38.23929,60.4
10011,2018050118,146.5315,-38.19428,60.3
10218,2018050104,146.2583,-38.18647,60.2
10001,2018061021,145.0306,-37.77841,59.7
10001,2018062801,145.0306,-37.77841,59.7
10001,2018062823,145.0306,-37.77841,59.4
10001,2018061023,145.0306,-37.77841,58.5
10239,2018103118,144.97,-37.8074,58.2
10001,2018062720,145.0306,-37.77841,58
10001,2018061022,145.0306,-37.77841,57.9
10107,2018062812,144.3703,-38.17356,57.2
10011,2018050117,146.5315,-38.19428,57
10218,2018050102,146.2583,-38.18647,56.8
10239,2018042123,144.97,-37.8074,56.2
10001,2018050108,145.0306,-37.77841,56
10239,2018042201,144.97,-37.8074,55.3
10239,2018042012,144.97,-37.8074,55.2
10001,2018062822,145.0306,-37.77841,55.1
10001,2018062817,145.0306,-37.77841,54.7
10218,2018050105,146.2583,-38.18647,54.7
10239,2018062813,144.97,-37.8074,54.5
10239,2018042202,144.97,-37.8074,53.4
10011,2018060202,146.5315,-38.19428,53.3
10001,2018061100,145.0306,-37.77841,52.9
10001,2018062821,145.0306,-37.77841,52.9
10218,2018120203,146.2583,-38.18647,52.8
10217,2018050117,146.3873,-38.23929,52.2
10001,2018050112,145.0306,-37.77841,52.1
10218,2018042305,146.2583,-38.18647,52.1
10239,2018062821,144.97,-37.8074,52
10239,2018071321,144.97,-37.8074,51.8
10001,2018061020,145.0306,-37.77841,51.4
10001,2018062816,145.0306,-37.77841,51.3
10001,2018062818,145.0306,-37.77841,51.1
10239,2018050109,144.97,-37.8074,51
10239,2018042120,144.97,-37.8074,50.9
10239,2018042122,144.97,-37.8074,50.9
10001,2018062902,145.0306,-37.77841,50.8
10011,2018052603,146.5315,-38.19428,50.6
10011,2018050119,146.5315,-38.19428,50.5
10239,2018042010,144.97,-37.8074,50.5
10218,2018042306,146.2583,-38.18647,50.4
10001,2018050107,145.0306,-37.77841,50.2
10017,2018050120,146.4245,-38.22939,50.2
10218,2018031116,146.2583,-38.18647,50.2
10239,2018042200,144.97,-37.8074,50.2
10001,2018062819,145.0306,-37.77841,50.1
10001,2018062820,145.0306,-37.77841,50
10239,2018062801,144.97,-37.8074,49.8
10219,2018051023,146.4149,-38.30431,49.6
10239,2018042203,144.97,-37.8074,49.5
10218,2018050108,146.2583,-38.18647,49.4
10011,2018052602,146.5315,-38.19428,49.3
10239,2018062722,144.97,-37.8074,49.3
10239,2018042208,144.97,-37.8074,49.2
10011,2018060122,146.5315,-38.19428,49.1
10218,2018082603,146.2583,-38.18647,48.8
10107,2018062813,144.3703,-38.17356,48.7
10239,2018011309,144.97,-37.8074,48.6
10239,2018042207,144.97,-37.8074,48.6
10239,2018010610,144.97,-37.8074,48.5
10239,2018061023,144.97,-37.8074,48.4
10217,2018050120,146.3873,-38.23929,48.3
10001,2018062719,145.0306,-37.77841,48.2
10001,2018071322,145.0306,-37.77841,48.1
10218,2018050106,146.2583,-38.18647,48.1
10001,2018062701,145.0306,-37.77841,48
10239,2018062822,144.97,-37.8074,48
10001,2018042202,145.0306,-37.77841,47.9
10239,2018062810,144.97,-37.8074,47.9
10239,2018062723,144.97,-37.8074,47.8
10001,2018062802,145.0306,-37.77841,47.7
10003,2018062823,144.8728,-37.80488,47.7
10239,2018062811,144.97,-37.8074,47.7
10218,2018050107,146.2583,-38.18647,47.4
10239,2018110409,144.97,-37.8074,47.4
10107,2018062811,144.3703,-38.17356,47.3
10001,2018042201,145.0306,-37.77841,47.2
10239,2018062820,144.97,-37.8074,47.2
10001,2018062700,145.0306,-37.77841,47.1
10218,2018082602,146.2583,-38.18647,47.1
10218,2018082604,146.2583,-38.18647,47.1
10239,2018042204,144.97,-37.8074,47.1
10001,2018071321,145.0306,-37.77841,46.8
10017,2018050117,146.4245,-38.22939,46.8
10001,2018061002,145.0306,-37.77841,46.7
10239,2018062823,144.97,-37.8074,46.7
10001,2018061001,145.0306,-37.77841,46.5
10003,2018062718,144.8728,-37.80488,46.5
10218,2018042304,146.2583,-38.18647,46.5
10003,2018062900,144.8728,-37.80488,46.4
10239,2018050123,144.97,-37.8074,46.4
10011,2018071500,146.5315,-38.19428,46.3
10003,2018062901,144.8728,-37.80488,45.9
10217,2018060209,146.3873,-38.23929,45.8
10239,2018062800,144.97,-37.8074,45.8
10011,2018071501,146.5315,-38.19428,45.7
10001,2018042203,145.0306,-37.77841,45.6
10218,2018031117,146.2583,-38.18647,45.6
10239,2018062716,144.97,-37.8074,45.6
10218,2018042210,146.2583,-38.18647,45.5
10011,2018050116,146.5315,-38.19428,45.4
10239,2018042206,144.97,-37.8074,45.4
10001,2018062814,145.0306,-37.77841,45.3
10239,2018042013,144.97,-37.8074,45.3
10011,2018071502,146.5315,-38.19428,45.2
10239,2018061021,144.97,-37.8074,45.1
10001,2018060200,145.0306,-37.77841,45
10217,2018060208,146.3873,-38.23929,45
10219,2018071320,146.4149,-38.30431,44.9
10239,2018042119,144.97,-37.8074,44.9
10239,2018042121,144.97,-37.8074,44.9
10001,2018042200,145.0306,-37.77841,44.8
10217,2018070402,146.3873,-38.23929,44.8
10001,2018042204,145.0306,-37.77841,44.6
10239,2018012007,144.97,-37.8074,44.6
10003,2018062717,144.8728,-37.80488,44.5
10219,2018050200,146.4149,-38.30431,44.4
10001,2018060123,145.0306,-37.77841,44.3
10219,2018050202,146.4149,-38.30431,44.3
10239,2018042315,144.97,-37.8074,44.3
10239,2018071311,144.97,-37.8074,44.3
10001,2018042123,145.0306,-37.77841,44.2
10001,2018071323,145.0306,-37.77841,44.2
10003,2018062822,144.8728,-37.80488,44.2
10217,2018050202,146.3873,-38.23929,44.2
10239,2018042014,144.97,-37.8074,44.2
10219,2018050201,146.4149,-38.30431,44.1
10239,2018050122,144.97,-37.8074,44.1
10218,2018042307,146.2583,-38.18647,44
10219,2018060205,146.4149,-38.30431,44
10239,2018042118,144.97,-37.8074,44
10239,2018062819,144.97,-37.8074,44
10001,2018050203,145.0306,-37.77841,43.9
10001,2018062815,145.0306,-37.77841,43.9
10239,2018042314,144.97,-37.8074,43.9
10219,2018050119,146.4149,-38.30431,43.8
10219,2018050118,146.4149,-38.30431,43.7
10219,2018050120,146.4149,-38.30431,43.7
10239,2018042209,144.97,-37.8074,43.7
10239,2018061002,144.97,-37.8074,43.7
10239,2018062802,144.97,-37.8074,43.7
10001,2018061003,145.0306,-37.77841,43.6
10219,2018050123,146.4149,-38.30431,43.6
10219,2018071319,146.4149,-38.30431,43.5
10003,2018062719,144.8728,-37.80488,43.4
10218,2018082605,146.2583,-38.18647,43.3
10218,2018120202,146.2583,-38.18647,43.3
10011,2018071503,146.5315,-38.19428,43.2
10001,2018062903,145.0306,-37.77841,43
10217,2018050203,146.3873,-38.23929,43
10219,2018070403,146.4149,-38.30431,42.9
10001,2018050120,145.0306,-37.77841,42.8
10001,2018050122,145.0306,-37.77841,42.8
10001,2018062803,145.0306,-37.77841,42.8
10011,2018060203,146.5315,-38.19428,42.8
10219,2018062103,146.4149,-38.30431,42.8
10001,2018050204,145.0306,-37.77841,42.6
10001,2018060201,145.0306,-37.77841,42.6
10001,2018062813,145.0306,-37.77841,42.6
10003,2018042202,144.8728,-37.80488,42.6
10003,2018042012,144.8728,-37.80488,42.5
10003,2018042201,144.8728,-37.80488,42.5
10017,2018031816,146.4245,-38.22939,42.5
10219,2018071318,146.4149,-38.30431,42.5
10001,2018061000,145.0306,-37.77841,42.4
10001,2018070201,145.0306,-37.77841,42.4
10217,2018050204,146.3873,-38.23929,42.4
10011,2018052604,146.5315,-38.19428,42.3
10218,2018050109,146.2583,-38.18647,42.3
10001,2018050106,145.0306,-37.77841,42.2
10001,2018062702,145.0306,-37.77841,42.2
10003,2018062720,144.8728,-37.80488,42.2
10011,2018070123,146.5315,-38.19428,42.2
10011,2018070200,146.5315,-38.19428,42.2
10217,2018050201,146.3873,-38.23929,42.2
10107,2018042201,144.3703,-38.17356,42.1
10218,2018082601,146.2583,-38.18647,42.1
10219,2018070402,146.4149,-38.30431,42
10239,2018062817,144.97,-37.8074,42
10001,2018050123,145.0306,-37.77841,41.8
10001,2018060923,145.0306,-37.77841,41.8
10218,2018050101,146.2583,-38.18647,41.8
10219,2018050203,146.4149,-38.30431,41.8
10239,2018042205,144.97,-37.8074,41.8
10219,2018062104,146.4149,-38.30431,41.7
10219,2018071321,146.4149,-38.30431,41.7
10001,2018050119,145.0306,-37.77841,41.6
10003,2018042203,144.8728,-37.80488,41.6
10219,2018050122,146.4149,-38.30431,41.6
10003,2018042013,144.8728,-37.80488,41.5
10001,2018070200,145.0306,-37.77841,41.4
10011,2018050120,146.5315,-38.19428,41.4
10011,2018070122,146.5315,-38.19428,41.4
10001,2018062718,145.0306,-37.77841,41.3
10017,2018031817,146.4245,-38.22939,41.3
10003,2018062902,144.8728,-37.80488,41.2
10001,2018042122,145.0306,-37.77841,41.1
10218,2018062822,146.2583,-38.18647,41.1
10001,2018050202,145.0306,-37.77841,41
10003,2018062721,144.8728,-37.80488,41
10217,2018060210,146.3873,-38.23929,41
10219,2018060121,146.4149,-38.30431,41
10003,2018042204,144.8728,-37.80488,40.9
10003,2018042209,144.8728,-37.80488,40.9
10219,2018050204,146.4149,-38.30431,40.9
10219,2018070404,146.4149,-38.30431,40.9
10239,2018062814,144.97,-37.8074,40.9
10239,2018050200,144.97,-37.8074,40.8
10001,2018050201,145.0306,-37.77841,40.7
10001,2018070123,145.0306,-37.77841,40.7
10219,2018051700,146.4149,-38.30431,40.7
10219,2018060122,146.4149,-38.30431,40.7
10239,2018061001,144.97,-37.8074,40.7
10017,2018050206,146.4245,-38.22939,40.6
10218,2018031115,146.2583,-38.18647,40.6
10003,2018042200,144.8728,-37.80488,40.5
10011,2018050210,146.5315,-38.19428,40.5
10107,2018052622,144.3703,-38.17356,40.5
10217,2018050205,146.3873,-38.23929,40.5
10219,2018060204,146.4149,-38.30431,40.5
10219,2018082600,146.4149,-38.30431,40.5
10239,2018062816,144.97,-37.8074,40.5
10011,2018070121,146.5315,-38.19428,40.4
10107,2018052623,144.3703,-38.17356,40.4
10001,2018050200,145.0306,-37.77841,40.3
10011,2018070201,146.5315,-38.19428,40.3
10017,2018050205,146.4245,-38.22939,40.3
10001,2018050118,145.0306,-37.77841,40.2
10003,2018062821,144.8728,-37.80488,40.2
10217,2018042218,146.3873,-38.23929,40.2
10001,2018050121,145.0306,-37.77841,40.1
10218,2018062823,146.2583,-38.18647,40.1
10239,2018042304,144.97,-37.8074,40.1
10011,2018042219,146.5315,-38.19428,40
10017,2018050207,146.4245,-38.22939,40
10107,2018042200,144.3703,-38.17356,40
10011,2018050209,146.5315,-38.19428,39.9
10011,2018071123,146.5315,-38.19428,39.9
10218,2018082600,146.2583,-38.18647,39.9
10001,2018071300,145.0306,-37.77841,39.8
10011,2018052601,146.5315,-38.19428,39.8
10239,2018042117,144.97,-37.8074,39.8
10239,2018062815,144.97,-37.8074,39.8
10001,2018060202,145.0306,-37.77841,39.7
10219,2018050121,146.4149,-38.30431,39.7
10219,2018082502,146.4149,-38.30431,39.7
10001,2018062623,145.0306,-37.77841,39.6
10003,2018042208,144.8728,-37.80488,39.6
10217,2018022505,146.3873,-38.23929,39.6
10219,2018082501,146.4149,-38.30431,39.6
10001,2018050117,145.0306,-37.77841,39.5
10001,2018061101,145.0306,-37.77841,39.5
10001,2018061900,145.0306,-37.77841,39.5
10001,2018071400,145.0306,-37.77841,39.5
10001,2018071301,145.0306,-37.77841,39.4
10217,2018042219,146.3873,-38.23929,39.4
10219,2018051022,146.4149,-38.30431,39.4
10239,2018042100,144.97,-37.8074,39.4
10001,2018071401,145.0306,-37.77841,39.3
10011,2018071504,146.5315,-38.19428,39.3
10219,2018050205,146.4149,-38.30431,39.3
10219,2018070401,146.4149,-38.30431,39.3
10219,2018060206,146.4149,-38.30431,39.2
10003,2018062722,144.8728,-37.80488,39.1
10011,2018050211,146.5315,-38.19428,39.1
10017,2018050204,146.4245,-38.22939,39.1
10017,2018070321,146.4245,-38.22939,39.1
10107,2018042202,144.3703,-38.17356,39.1
10218,2018043023,146.2583,-38.18647,39.1
10017,2018060208,146.4245,-38.22939,39
10003,2018042205,144.8728,-37.80488,38.9
10239,2018042116,144.97,-37.8074,38.9
10239,2018060202,144.97,-37.8074,38.9
10239,2018070121,144.97,-37.8074,38.9
10003,2018061022,144.8728,-37.80488,38.8
10011,2018071423,146.5315,-38.19428,38.8
10107,2018050208,144.3703,-38.17356,38.8
10107,2018062900,144.3703,-38.17356,38.8
10219,2018071502,146.4149,-38.30431,38.8
10001,2018060122,145.0306,-37.77841,38.7
10003,2018062716,144.8728,-37.80488,38.7
10011,2018060121,146.5315,-38.19428,38.7
10239,2018042009,144.97,-37.8074,38.7
10001,2018061004,145.0306,-37.77841,38.6
10107,2018062901,144.3703,-38.17356,38.6
10001,2018061823,145.0306,-37.77841,38.5
10107,2018042123,144.3703,-38.17356,38.5
10218,2018042308,146.2583,-38.18647,38.5
10219,2018071503,146.4149,-38.30431,38.5
10107,2018062823,144.3703,-38.17356,38.4
10001,2018070202,145.0306,-37.77841,38.3
10003,2018061023,144.8728,-37.80488,38.3
10239,2018042104,144.97,-37.8074,38.3
10239,2018062715,144.97,-37.8074,38.3
10001,2018042013,145.0306,-37.77841,38.2
10001,2018060922,145.0306,-37.77841,38.2
10003,2018050200,144.8728,-37.80488,38.2
10011,2018072623,146.5315,-38.19428,38.2
10017,2018050208,146.4245,-38.22939,38.2
10219,2018050117,146.4149,-38.30431,38.2
10219,2018082503,146.4149,-38.30431,38.2
10239,2018062717,144.97,-37.8074,38.2
10001,2018071402,145.0306,-37.77841,38.1
10017,2018071423,146.4245,-38.22939,38.1
10219,2018062023,146.4149,-38.30431,38.1
10219,2018062102,146.4149,-38.30431,38.1
10001,2018042205,145.0306,-37.77841,38
10217,2018050200,146.3873,-38.23929,38
10239,2018042313,144.97,-37.8074,38
10239,2018062900,144.97,-37.8074,38
10001,2018070122,145.0306,-37.77841,37.9
10219,2018082500,146.4149,-38.30431,37.9
10003,2018042123,144.8728,-37.80488,37.8
10011,2018062804,146.5315,-38.19428,37.8
10011,2018082521,146.5315,-38.19428,37.8
10017,2018050211,146.4245,-38.22939,37.8
10218,2018042211,146.2583,-38.18647,37.8
10218,2018082606,146.2583,-38.18647,37.8
10219,2018060203,146.4149,-38.30431,37.8
10219,2018062105,146.4149,-38.30431,37.8
10017,2018042220,146.4245,-38.22939,37.7
10107,2018052700,144.3703,-38.17356,37.7
10107,2018110307,144.3703,-38.17356,37.7
10218,2018082523,146.2583,-38.18647,37.7
10001,2018050116,145.0306,-37.77841,37.6
10011,2018042220,146.5315,-38.19428,37.6
10218,2018062900,146.2583,-38.18647,37.6
10219,2018071302,146.4149,-38.30431,37.6
10001,2018041919,145.0306,-37.77841,37.5
10001,2018061019,145.0306,-37.77841,37.5
10001,2018061901,145.0306,-37.77841,37.5
10017,2018071500,146.4245,-38.22939,37.5
10218,2018031012,146.2583,-38.18647,37.5
10239,2018062809,144.97,-37.8074,37.5
10011,2018062805,146.5315,-38.19428,37.4
10239,2018070123,144.97,-37.8074,37.4
10217,2018050206,146.3873,-38.23929,37.3
10219,2018060123,146.4149,-38.30431,37.3
10239,2018071320,144.97,-37.8074,37.3
10003,2018042207,144.8728,-37.80488,37.2
10003,2018042210,144.8728,-37.80488,37.2
10011,2018070301,146.5315,-38.19428,37.2
10219,2018060202,146.4149,-38.30431,37.2
10239,2018050201,144.97,-37.8074,37.2
10001,2018071320,145.0306,-37.77841,37.1
10003,2018042011,144.8728,-37.80488,37.1
10003,2018042206,144.8728,-37.80488,37.1
10217,2018042220,146.3873,-38.23929,37.1
10217,2018050116,146.3873,-38.23929,37.1
10218,2018042303,146.2583,-38.18647,37.1
10219,2018050206,146.4149,-38.30431,37.1
10219,2018060120,146.4149,-38.30431,37.1
10219,2018082601,146.4149,-38.30431,37.1
10001,2018042121,145.0306,-37.77841,37
10003,2018042119,144.8728,-37.80488,37
10017,2018050212,146.4245,-38.22939,37
10003,2018042120,144.8728,-37.80488,36.9
10003,2018062820,144.8728,-37.80488,36.9
10017,2018050210,146.4245,-38.22939,36.9
10218,2018050100,146.2583,-38.18647,36.9
10001,2018060203,145.0306,-37.77841,36.8
10011,2018050121,146.5315,-38.19428,36.8
10011,2018070202,146.5315,-38.19428,36.8
10218,2018082522,146.2583,-38.18647,36.8
10001,2018050205,145.0306,-37.77841,36.7
10003,2018042118,144.8728,-37.80488,36.7
10011,2018072700,146.5315,-38.19428,36.7
10217,2018070316,146.3873,-38.23929,36.7
10219,2018071322,146.4149,-38.30431,36.7
10239,2018071310,144.97,-37.8074,36.7
10001,2018050113,145.0306,-37.77841,36.6
10003,2018042122,144.8728,-37.80488,36.6
10011,2018082520,146.5315,-38.19428,36.6
10217,2018070406,146.3873,-38.23929,36.6
10218,2018031118,146.2583,-38.18647,36.6
10239,2018052700,144.97,-37.8074,36.6
10239,2018062803,144.97,-37.8074,36.6
10001,2018041920,145.0306,-37.77841,36.5
10011,2018050212,146.5315,-38.19428,36.5
10017,2018042219,146.4245,-38.22939,36.5
10239,2018061003,144.97,-37.8074,36.5
10001,2018042014,145.0306,-37.77841,36.4
10003,2018062715,144.8728,-37.80488,36.4
10217,2018070315,146.3873,-38.23929,36.4
10011,2018060204,146.5315,-38.19428,36.3
10239,2018070122,144.97,-37.8074,36.3
10017,2018050121,146.4245,-38.22939,36.2
10107,2018050209,144.3703,-38.17356,36.2
10217,2018042217,146.3873,-38.23929,36.2
10001,2018071403,145.0306,-37.77841,36.1
10017,2018060207,146.4245,-38.22939,36.1
10239,2018052623,144.97,-37.8074,36.1
10001,2018071223,145.0306,-37.77841,36
10017,2018070320,146.4245,-38.22939,36
10107,2018042122,144.3703,-38.17356,36
10218,2018062901,146.2583,-38.18647,36
10003,2018050123,144.8728,-37.80488,35.9
10011,2018071122,146.5315,-38.19428,35.9
10011,2018072622,146.5315,-38.19428,35.9
10017,2018020814,146.4245,-38.22939,35.9
10107,2018050207,144.3703,-38.17356,35.9
10217,2018050208,146.3873,-38.23929,35.9
10217,2018060207,146.3873,-38.23929,35.9
10218,2018043022,146.2583,-38.18647,35.9
10239,2018060203,144.97,-37.8074,35.9
10001,2018042120,145.0306,-37.77841,35.8
10017,2018042221,146.4245,-38.22939,35.8
10017,2018082600,146.4245,-38.22939,35.8
10107,2018062814,144.3703,-38.17356,35.8
10219,2018062022,146.4149,-38.30431,35.8
10003,2018042014,144.8728,-37.80488,35.7
10003,2018062723,144.8728,-37.80488,35.7
10011,2018062806,146.5315,-38.19428,35.7
10017,2018031815,146.4245,-38.22939,35.7
10107,2018062721,144.3703,-38.17356,35.7
10217,2018050207,146.3873,-38.23929,35.7
10219,2018071303,146.4149,-38.30431,35.7
10239,2018050112,144.97,-37.8074,35.7
10003,2018062819,144.8728,-37.80488,35.6
10011,2018060922,146.5315,-38.19428,35.6
10218,2018062821,146.2583,-38.18647,35.6
10003,2018062818,144.8728,-37.80488,35.5
10017,2018042413,146.4245,-38.22939,35.5
10219,2018051100,146.4149,-38.30431,35.5
10219,2018060200,146.4149,-38.30431,35.5
10219,2018082523,146.4149,-38.30431,35.5
10239,2018042210,144.97,-37.8074,35.5
10239,2018042211,144.97,-37.8074,35.5
10239,2018062719,144.97,-37.8074,35.5
10003,2018061100,144.8728,-37.80488,35.4
10011,2018070302,146.5315,-38.19428,35.4
10017,2018050209,146.4245,-38.22939,35.4
10219,2018060201,146.4149,-38.30431,35.4
10239,2018050108,144.97,-37.8074,35.4
10011,2018042218,146.5315,-38.19428,35.3
10017,2018042218,146.4245,-38.22939,35.3
10107,2018062822,144.3703,-38.17356,35.3
10217,2018070405,146.3873,-38.23929,35.3
10239,2018042015,144.97,-37.8074,35.3
10239,2018042105,144.97,-37.8074,35.3
10239,2018042305,144.97,-37.8074,35.3
10001,2018062812,145.0306,-37.77841,35.2
10011,2018050208,146.5315,-38.19428,35.2
10107,2018062819,144.3703,-38.17356,35.2
10219,2018082522,146.4149,-38.30431,35.2
10001,2018042118,145.0306,-37.77841,35.1
10003,2018042121,144.8728,-37.80488,35.1
10107,2018062902,144.3703,-38.17356,35.1
10239,2018071309,144.97,-37.8074,35.1
10001,2018062804,145.0306,-37.77841,35
10017,2018070322,146.4245,-38.22939,35
10003,2018062714,144.8728,-37.80488,34.9
10107,2018042203,144.3703,-38.17356,34.9
10218,2018062719,146.2583,-38.18647,34.9
10003,2018050122,144.8728,-37.80488,34.8
10003,2018050201,144.8728,-37.80488,34.8
10011,2018071200,146.5315,-38.19428,34.8
10017,2018042414,146.4245,-38.22939,34.8
10017,2018050203,146.4245,-38.22939,34.8
10003,2018042117,144.8728,-37.80488,34.7
10239,2018042018,144.97,-37.8074,34.7
10239,2018042101,144.97,-37.8074,34.7
10003,2018061021,144.8728,-37.80488,34.6
10017,2018030315,146.4245,-38.22939,34.6
10107,2018062722,144.3703,-38.17356,34.6
10217,2018050209,146.3873,-38.23929,34.6
10217,2018070403,146.3873,-38.23929,34.6
10219,2018062100,146.4149,-38.30431,34.6
10239,2018071409,144.97,-37.8074,34.6
10107,2018052701,144.3703,-38.17356,34.5
10107,2018062720,144.3703,-38.17356,34.5
10217,2018060211,146.3873,-38.23929,34.5
10218,2018042302,146.2583,-38.18647,34.5
10219,2018071323,146.4149,-38.30431,34.5
10001,2018042012,145.0306,-37.77841,34.4
10001,2018042119,145.0306,-37.77841,34.4
10003,2018042010,144.8728,-37.80488,34.4
10003,2018062812,144.8728,-37.80488,34.4
10011,2018070300,146.5315,-38.19428,34.4
10017,2018071501,146.4245,-38.22939,34.4
10219,2018071501,146.4149,-38.30431,34.4
10239,2018082603,144.97,-37.8074,34.4
10011,2018042210,146.5315,-38.19428,34.3
10017,2018071422,146.4245,-38.22939,34.3
10107,2018062810,144.3703,-38.17356,34.3
10219,2018121216,146.4149,-38.30431,34.3
10239,2018122907,144.97,-37.8074,34.3
10001,2018071302,145.0306,-37.77841,34.2
10017,2018020815,146.4245,-38.22939,34.2
10239,2018042214,144.97,-37.8074,34.2
10239,2018082510,144.97,-37.8074,34.2
10001,2018060204,145.0306,-37.77841,34.1
10011,2018060209,146.5315,-38.19428,34.1
10011,2018060923,146.5315,-38.19428,34.1
10011,2018071700,146.5315,-38.19428,34.1
10017,2018062922,146.4245,-38.22939,34.1
10107,2018062818,144.3703,-38.17356,34.1
10218,2018121216,146.2583,-38.18647,34.1
10219,2018070204,146.4149,-38.30431,34.1
10239,2018062700,144.97,-37.8074,34.1
10239,2018110218,144.97,-37.8074,34.1
10001,2018062622,145.0306,-37.77841,34
10107,2018042117,144.3703,-38.17356,34
10239,2018060923,144.97,-37.8074,34
10239,2018062806,144.97,-37.8074,34
10003,2018061101,144.8728,-37.80488,33.9
10003,2018062817,144.8728,-37.80488,33.9
10017,2018012417,146.4245,-38.22939,33.9
10017,2018082523,146.4245,-38.22939,33.9
10218,2018042209,146.2583,-38.18647,33.9
10218,2018052900,146.2583,-38.18647,33.9
10219,2018062702,146.4149,-38.30431,33.9
10239,2018042017,144.97,-37.8074,33.9
10011,2018050200,146.5315,-38.19428,33.8
10011,2018082519,146.5315,-38.19428,33.8
10218,2018052823,146.2583,-38.18647,33.8
10219,2018042219,146.4149,-38.30431,33.8
10239,2018042115,144.97,-37.8074,33.8
10239,2018061000,144.97,-37.8074,33.8
10003,2018042015,144.8728,-37.80488,33.7
10011,2018050123,146.5315,-38.19428,33.7
10011,2018050207,146.5315,-38.19428,33.7
10219,2018070120,146.4149,-38.30431,33.7
10239,2018062718,144.97,-37.8074,33.7
10011,2018062807,146.5315,-38.19428,33.6
10011,2018070120,146.5315,-38.19428,33.6
10011,2018082522,146.5315,-38.19428,33.6
10107,2018042116,144.3703,-38.17356,33.6
10107,2018042118,144.3703,-38.17356,33.6
10217,2018050210,146.3873,-38.23929,33.6
10239,2018042008,144.97,-37.8074,33.6
10239,2018042016,144.97,-37.8074,33.6
10003,2018050121,144.8728,-37.80488,33.5
10011,2018050122,146.5315,-38.19428,33.5
10217,2018050121,146.3873,-38.23929,33.5
10219,2018082602,146.4149,-38.30431,33.5
10003,2018062813,144.8728,-37.80488,33.4
10011,2018050115,146.5315,-38.19428,33.4
10017,2018030314,146.4245,-38.22939,33.4
10017,2018050213,146.4245,-38.22939,33.4
10107,2018042119,144.3703,-38.17356,33.4
10219,2018050207,146.4149,-38.30431,33.4
10219,2018070203,146.4149,-38.30431,33.4
10219,2018082521,146.4149,-38.30431,33.4
10001,2018062703,145.0306,-37.77841,33.3
10107,2018042000,144.3703,-38.17356,33.3
10218,2018082607,146.2583,-38.18647,33.3
10239,2018060410,144.97,-37.8074,33.3
10017,2018062923,146.4245,-38.22939,33.2
10219,2018042218,146.4149,-38.30431,33.2
10219,2018070201,146.4149,-38.30431,33.2
10107,2018062723,144.3703,-38.17356,33.1
10217,2018070407,146.3873,-38.23929,33.1
10219,2018042217,146.4149,-38.30431,33.1
10219,2018070119,146.4149,-38.30431,33.1
10219,2018071405,146.4149,-38.30431,33.1
10239,2018042113,144.97,-37.8074,33.1
10239,2018042213,144.97,-37.8074,33.1
10011,2018070320,146.5315,-38.19428,33
10011,2018071420,146.5315,-38.19428,33
10017,2018042217,146.4245,-38.22939,33
10107,2018052621,144.3703,-38.17356,33
10219,2018082504,146.4149,-38.30431,33
10239,2018082602,144.97,-37.8074,33
10017,2018082501,146.4245,-38.22939,32.9
10107,2018082921,144.3703,-38.17356,32.9
10218,2018062902,146.2583,-38.18647,32.9
10219,2018042310,146.4149,-38.30431,32.9
10219,2018050211,146.4149,-38.30431,32.9
10219,2018082403,146.4149,-38.30431,32.9
10239,2018030922,144.97,-37.8074,32.9
10001,2018050115,145.0306,-37.77841,32.8
10001,2018061902,145.0306,-37.77841,32.8
10003,2018042009,144.8728,-37.80488,32.8
10011,2018070203,146.5315,-38.19428,32.8
10017,2018020813,146.4245,-38.22939,32.8
10217,2018050211,146.3873,-38.23929,32.8
10219,2018082402,146.4149,-38.30431,32.8
10239,2018011310,144.97,-37.8074,32.8
10239,2018082500,144.97,-37.8074,32.8
10239,2018082501,144.97,-37.8074,32.8
10001,2018060401,145.0306,-37.77841,32.7
10011,2018071701,146.5315,-38.19428,32.7
10017,2018042308,146.4245,-38.22939,32.7
10218,2018062718,146.2583,-38.18647,32.7
10219,2018051302,146.4149,-38.30431,32.7
10219,2018062021,146.4149,-38.30431,32.7
10001,2018062717,145.0306,-37.77841,32.6
10003,2018050120,144.8728,-37.80488,32.6
10011,2018050201,146.5315,-38.19428,32.6
